ID	SUBJECT	SESSION	ROW	C_CHAT	C_CLAUSES	C_NP	CONTEXT
10880800737	88	8	737	Mama, can we go somewhere ?	1	1	
10880800739	88	8	739	but I want to go somewhere .	1	1	
10880800740	88	8	740	where can +...	1	0	
10880800742	88	8	742	high .	0	0	
10880800743	88	8	743	Mama, can't do it !	1	2	
10880800744	88	8	744	I can't pull this apart .	1	2	
10880800746	88	8	746	I can't .	1	1	
10880800747	88	8	747	&xxx it .	0	1	
10880800748	88	8	748	&oh done .	0	0	
10880800749	88	8	749	another &xxx .	0	1	
10880800750	88	8	750	yes .	0	0	
10880800751	88	8	751	I can't do it !	1	2	
10880800753	88	8	753	it very rude .	1	1	
10880800754	88	8	754	and very rude .	0	0	
10880800755	88	8	755	I can't do it !	1	2	
10880800757	88	8	757	this very rude .	1	1	
10880800759	88	8	759	I can't build it .	1	2	
10880800762	88	8	762	because .	0	0	
10880800765	88	8	765	people are rude ?	1	1	
10880800768	88	8	768	it's being rude ?	1	1	
10880800770	88	8	770	and these can go on top .	1	2	
10880800774	88	8	774	I can't do it .	1	2	
10880800776	88	8	776	it's &xxx .	1	1	
10880800780	88	8	780	it's a big water tank .	1	2	
10880800783	88	8	783	we +...	0	1	
10880800784	88	8	784	&ooh, let's make the whole train track again .	1	1	
10880800788	88	8	788	no thanks .	0	0	
10880800790	88	8	790	no .	0	0	
10880800793	88	8	793	get a chocolate bug .	1	1	
10880800796	88	8	796	chocolate bugs are very stinky .	1	1	
10880800799	88	8	799	they taste good ?	1	1	
10880800802	88	8	802	the &xxx out of chocolate .	1	2	
10880800805	88	8	805	my records !	0	1	
10880800809	88	8	809	Mom .	0	1	
10880800812	88	8	812	where's the View+Master ?	1	1	
10880800814	88	8	814	here .	0	0	
10880800815	88	8	815	here it is .	1	1	
10880800823	88	8	823	yeah, Toy+Story .	0	1	
10880800824	88	8	824	let me +...	1	1	
10880800827	88	8	827	I see something .	1	2	
10880800829	88	8	829	see ?	1	0	
10880800833	88	8	833	I see something in space .	1	3	
10880800835	88	8	835	yeah .	0	0	
10880800840	88	8	840	I &xxx see something else .	1	2	
10880800841	88	8	841	Mom, take off your glasses .	1	1	
10880800845	88	8	845	&xxx want see it .	1	1	
10880800853	88	8	853	yeah .	0	0	
10880800857	88	8	857	I don't .	1	1	
10880800859	88	8	859	don't .	1	0	
10880800867	88	8	867	&uh yeah .	0	0	
10880800869	88	8	869	I can't see .	1	1	
10880800871	88	8	871	yeah .	0	0	
10880800873	88	8	873	I see a dinosaur .	1	2	
10880800880	88	8	880	byebye .	0	0	
10880800882	88	8	882	do it .	1	1	
10880800883	88	8	883	Toy+Story .	0	1	
10880800884	88	8	884	help me !	1	1	
10880800885	88	8	885	&xxx story .	0	1	
10880800886	88	8	886	&xxx too .	0	0	
10880800887	88	8	887	&xxx gosh .	0	0	
10880800890	88	8	890	I see him .	1	2	
10880800891	88	8	891	I see him &xxx .	1	2	
10880800892	88	8	892	look at &xxx .	1	0	
10880800893	88	8	893	&xxx here .	0	0	
10880800894	88	8	894	he's going to &xxx .	1	1	
10880800900	88	8	900	&xxx me .	0	1	
10880800901	88	8	901	Mom, I'm hungry .	1	1	
10880800904	88	8	904	no way .	0	1	
10880800906	88	8	906	no way .	0	1	
10880800908	88	8	908	a Triscuit .	0	1	
10880800913	88	8	913	apple Triscuits ?	0	1	
10880800915	88	8	915	apple peanut+butter Triscuits .	0	1	
10880800925	88	8	925	look at, Mommy .	1	0	
10880800926	88	8	926	you can see .	1	1	
10880800927	88	8	927	it's very cool .	1	1	
10880800928	88	8	928	&xxx you can see the whole family .	1	2	
10880800930	88	8	930	my family .	0	1	
10880800933	88	8	933	this is my family .	1	2	
10880800937	88	8	937	yes please .	0	0	
10880800942	88	8	942	apple ?	0	1	
10880800944	88	8	944	Triscuits .	0	1	
10880800945	88	8	945	Triscuits .	0	1	
10880800946	88	8	946	Triscuits .	0	1	
10880800947	88	8	947	peanut+butter Triscuits .	0	1	
10880800949	88	8	949	okay .	0	0	
10880800952	88	8	952	let's +...	1	0	
10880800956	88	8	956	you're very rude .	1	1	
10880800959	88	8	959	this sticky .	1	1	
10880800963	88	8	963	you go &xxx .	1	1	
10880800964	88	8	964	&xxx stuff .	0	1	
10880800966	88	8	966	&xxx you go &xxx .	1	1	
10880800969	88	8	969	I'm a cracker boy .	1	2	
10880800972	88	8	972	&xxx got all &xxx .	1	1	
10880800976	88	8	976	&oh .			
10880800987	88	8	987	I want sit there .	1	1	
10880801004	88	8	1004	mmhm .	0	0	
10880801008	88	8	1008	&xxx a seat .	0	1	
10880801009	88	8	1009	Mom .	0	1	
10880801010	88	8	1010	Daddy going to sit next to you .	1	2	
10880801012	88	8	1012	yeah .	0	0	
10880801014	88	8	1014	sit right there !	1	0	
10880801016	88	8	1016	yeah .	0	0	
10880801017	88	8	1017	it looks like a oval .	1	2	
10880801019	88	8	1019	my chair .	0	1	
10880801020	88	8	1020	this my +...	1	1	
10880801022	88	8	1022	yeah .	0	0	
10880801026	88	8	1026	this is my chair .	1	2	
10880801029	88	8	1029	mmhm .	0	0	
10880801044	88	8	1044	push !	1	0	
10880801045	88	8	1045	I want this to move .	1	3	
10880801049	88	8	1049	I got my last cracker !	1	2	
10880801055	88	8	1055	hmmm .	0	0	
10880801058	88	8	1058	no .	0	0	
10880801066	88	8	1066	I'm going to follow you .	1	2	
10880801068	88	8	1068	I have on silly shoes .	1	2	
10880801072	88	8	1072	this .	0	1	
10880801073	88	8	1073	&xxx shoes .	0	1	
10880801076	88	8	1076	&xxx goes &xxx .	1	0	
10880801079	88	8	1079	do you do that ?	1	2	
10880801081	88	8	1081	I like &xxx my &xxx .	1	1	
10880801082	88	8	1082	get it, Mama .	1	1	
10880801083	88	8	1083	okay .	0	0	
10880801084	88	8	1084	help me !	1	1	
10880801085	88	8	1085	I can't &xxx .	1	1	
10880801089	88	8	1089	I want to play some more .	1	1	
10880801091	88	8	1091	&uh .			
10880801092	88	8	1092	right here .	0	0	
10880801095	88	8	1095	yeah .	0	0	
10880801100	88	8	1100	yeah .	0	0	
10880801102	88	8	1102	put my shoes on .	1	1	
10880801105	88	8	1105	&xxx birthday present ?	0	1	
10880801110	88	8	1110	Mommy likes a girl !	1	2	
10880801111	88	8	1111	Mommy likes a girl !	1	2	
10880801117	88	8	1117	Miguel likes a girl !	1	2	
10880801118	88	8	1118	Miguel likes a girl !	1	2	
10880801120	88	8	1120	don't have the world .	1	1	
10880801121	88	8	1121	don't tell the whole world &xxx !	1	1	
10880801125	88	8	1125	Mommy &xxx +...	0	1	
10880801131	88	8	1131	I &xxx .	0	1	
10880801135	88	8	1135	I'm the mail+man .	1	2	
10880801141	88	8	1141	I don't know .	1	1	
10880801145	88	8	1145	whoa .	0	0	
10880801146	88	8	1146	what was that ?	1	2	
10880801160	88	8	1160	Christopher !	0	1	
10880801173	88	8	1173	I'm going to &xxx .	1	1	
10880801177	88	8	1177	what's &xxx ?	1	0	
10880801179	88	8	1179	this &xxx .	0	1	
10880801182	88	8	1182	I want go down &xxx .	1	1	
10880801187	88	8	1187	this tree &xxx .	0	1	
10880801190	88	8	1190	&xxx don't tell the whole world !	1	1	
10880801193	88	8	1193	&xxx tell the whole world .	1	1	
10880801196	88	8	1196	&xxx party ?	0	1	
10880801207	88	8	1207	why ?	0	0	
10880801209	88	8	1209	take them off .	1	1	
10880801212	88	8	1212	yeah .	0	0	
10880801215	88	8	1215	&xxx don't tell the whole world !	1	1	
10880801217	88	8	1217	Miguel doesn't like a girl !	1	2	
10880801219	88	8	1219	Miguel likes +...	1	1	
10880801221	88	8	1221	it's a &xxx .	1	1	
10880801222	88	8	1222	ouch !	0	0	
10880801228	88	8	1228	touch it .	1	1	
10880801233	88	8	1233	&xxx feet .	0	1	
10880801235	88	8	1235	yeah .	0	0	
10880801236	88	8	1236	&xxx better in the &xxx .	0	1	
10880801238	88	8	1238	&xxx cold .	0	0	
10880801239	88	8	1239	or hot .	0	0	
10880801241	88	8	1241	don't tell the whole world Mom .	1	1	
10880801243	88	8	1243	get off .	1	0	
10880801245	88	8	1245	I &xxx .	0	1	
10880801246	88	8	1246	is it &xxx ?	1	1	
10880801250	88	8	1250	hot &xxx .	0	0	
10880801258	88	8	1258	a ant !	0	1	
10880801259	88	8	1259	squish .	1	0	
10880801260	88	8	1260	squash .	0	1	
10880801261	88	8	1261	there's a ant .	1	1	
10880801262	88	8	1262	squish it .	1	1	
10880801264	88	8	1264	where is it ?	1	1	
10880801270	88	8	1270	there he is !	1	1	
10880801271	88	8	1271	there he is &xxx .	1	1	
10880801272	88	8	1272	it's so weird .	1	1	
10880801277	88	8	1277	I got it .	1	2	
10880801278	88	8	1278	I scared him away .	1	2	
10880801281	88	8	1281	&xxx get &xxx .	1	0	
10880801285	88	8	1285	I'm &xxx .	1	1	
10880801286	88	8	1286	I don't &xxx .	1	1	
10880801291	88	8	1291	okay &xxx .	0	0	
10880801293	88	8	1293	we are &xxx now .	1	1	
10880801294	88	8	1294	we have &xxx .	1	1	
10880801298	88	8	1298	yeah .	0	0	
10880801299	88	8	1299	told you !	1	1	
10880801303	88	8	1303	why ?	0	0	
10880801306	88	8	1306	and today I want Christopher to come over .	2	2	
10880801308	88	8	1308	&xxx when we done with games ?	1	2	
10880801312	88	8	1312	I crush the hole !	1	2	
10880801315	88	8	1315	someone's saying, hi Joel !	1	2	
10880801321	88	8	1321	&xxx is &xxx .	1	0	
10880801322	88	8	1322	Joel !	0	1	
10880801326	88	8	1326	huh ?	0	0	
10880801328	88	8	1328	what bumble+bee ?	0	1	
10880801330	88	8	1330	flying around .	1	0	
10880801331	88	8	1331	ew .	0	0	
10880801333	88	8	1333	where's my lawn+mower ?	1	1	
10880801340	88	8	1340	&xxx Mom .	0	1	
10880801341	88	8	1341	I mowing my grass .	1	2	
10920800010	92	8	10	why ?	0	0	
10920800018	92	8	18	not all of &um +...	0	0	
10920800019	92	8	19	we +...	0	1	
10920800020	92	8	20	&um, but let's keep all this toys .	1	1	
10920800023	92	8	23	we'll keep the ones we play with .	2	3	
10920800025	92	8	25	&um, but there's some old ones here .	1	1	
10920800028	92	8	28	&um, what Daddy send to other kids .	1	2	
10920800029	92	8	29	your old toys to send to other kids .	1	2	
10920800032	92	8	32	no .	0	0	
10920800033	92	8	33	I want to keep all of my toys .	1	2	
10920800037	92	8	37	no .	0	0	
10920800039	92	8	39	I'm just showing her ?	1	2	
10920800041	92	8	41	her .	0	1	
10920800046	92	8	46	this &xxx .	0	1	
10920800049	92	8	49	where is he ?	1	1	
10920800052	92	8	52	huh ?	0	0	
10920800062	92	8	62	and what he did ?	1	1	
10920800066	92	8	66	why ?	0	0	
10920800074	92	8	74	&oh .			
10920800077	92	8	77	I +...	0	1	
10920800078	92	8	78	and that .	0	1	
10920800085	92	8	85	what ?	0	0	
10920800089	92	8	89	we didn't !	1	1	
10920800092	92	8	92	these are the campers !	1	2	
10920800094	92	8	94	campers !	0	1	
10920800095	92	8	95	campers .	0	1	
10920800096	92	8	96	campers .	0	1	
10920800098	92	8	98	can we get my tent out ?	1	2	
10920800100	92	8	100	my tent .	0	1	
10920800102	92	8	102	uhhuh .	0	0	
10920800104	92	8	104	uhhuh .	0	0	
10920800106	92	8	106	where is it ?	1	1	
10920800111	92	8	111	can you get it ?	1	2	
10920800121	92	8	121	and then +...	0	0	
10920800123	92	8	123	and we can hide from tigers and snakes out there .	1	4	
10920800126	92	8	126	&um .			
10920800127	92	8	127	when it gets a little +...	1	1	
10920800128	92	8	128	and when Spiderman &um +...	0	1	
10920800129	92	8	129	and when it gets a little sunnier out and &um, we'll put our tent &um, at the jungle .	2	4	
10920800131	92	8	131	to hide from wild animals .	1	1	
10920800135	92	8	135	uhhuh .	0	0	
10920800137	92	8	137	in a tent .	0	1	
10920800140	92	8	140	uhhuh .	0	0	
10920800142	92	8	142	all night .	0	1	
10920800146	92	8	146	these friends .	0	1	
10920800149	92	8	149	yeah .	0	0	
10920800150	92	8	150	it will just me and you .	1	3	
10920800154	92	8	154	and the moose .	0	1	
10920800155	92	8	155	&um guys let's go camping !	2	0	
10920800159	92	8	159	&um, we have to open the door first .	1	2	
10920800161	92	8	161	there's a tent where we can go in .	2	2	
10920800162	92	8	162	yeah, I'll open the door .	1	2	
10920800164	92	8	164	there .	0	0	
10920800167	92	8	167	&xxx you go in first and then me and the bear will go in .	2	3	
10920800170	92	8	170	me too .	0	1	
10920800172	92	8	172	it's all safe !	1	1	
10920800175	92	8	175	me too .	0	1	
10920800178	92	8	178	uhhuh .	0	0	
10920800182	92	8	182	&um, let's go in and sleep !	1	1	
10920800185	92	8	185	zap up the zipper .	1	1	
10920800187	92	8	187	I'll do it .	1	2	
10920800188	92	8	188	zip up the zipper .	1	1	
10920800192	92	8	192	yes .	0	0	
10920800197	92	8	197	now we're safe in here .	1	2	
10920800200	92	8	200	good+night .	0	0	
10920800201	92	8	201	good+night raccoon .	0	0	
10920800202	92	8	202	and good+night raccoon and moose .	0	2	
10920800207	92	8	207	yeah .	0	0	
10920800213	92	8	213	can you be that guy ?	1	2	
10920800215	92	8	215	and even that guy .	0	1	
10920800217	92	8	217	and I'll be this guy .	1	2	
10920800219	92	8	219	&ah !			
10920800220	92	8	220	tiger go away .	1	1	
10920800223	92	8	223	can you go ?	1	1	
10920800225	92	8	225	can you go ?	1	1	
10920800227	92	8	227	please can you go ?	1	1	
10920800234	92	8	234	&um we do !	1	1	
10920800235	92	8	235	yeah .	0	0	
10920800236	92	8	236	&um, I'll open my back+pack and get some food for you .	2	4	
10920800239	92	8	239	here's your food !	1	1	
10920800241	92	8	241	&um, that's beans .	1	2	
10920800245	92	8	245	you like beans ?	1	2	
10920800247	92	8	247	there more .	0	0	
10920800250	92	8	250	uhhuh .	0	0	
10920800251	92	8	251	you can eat more from my back+pack .	1	3	
10920800255	92	8	255	and I'll eat some from my back+pack too .	1	3	
10920800259	92	8	259	yeah !	0	0	
10920800261	92	8	261	moose going back in the tent .	1	2	
10920800263	92	8	263	there .	0	0	
10920800264	92	8	264	uhhuh .	0	0	
10920800271	92	8	271	okay .	0	0	
10920800275	92	8	275	what camp+fire ?	0	1	
10920800279	92	8	279	where can +...	1	0	
10920800280	92	8	280	we can pretend .	1	1	
10920800288	92	8	288	and a green block .	0	1	
10920800290	92	8	290	&oh three blocks !	0	1	
10920800294	92	8	294	no, they have to can do a camp+fire .	1	2	
10920800298	92	8	298	can you close the tent ?	1	2	
10920800305	92	8	305	we got it .	1	2	
10920800309	92	8	309	I'll pretends them +...	1	2	
10920800313	92	8	313	whoa !	0	0	
10920800315	92	8	315	hello !	0	0	
10920800318	92	8	318	&um, your names are Polka+Dots and Stripes .	1	3	
10920800320	92	8	320	no Polka+Dots and Horns .	0	2	
10920800323	92	8	323	that's their names .	1	2	
10920800324	92	8	324	no, my name is Horns .	1	2	
10920800327	92	8	327	my name is Polka+Dots .	1	2	
10920800329	92	8	329	I'm good !	1	1	
10920800331	92	8	331	can +...	1	0	
10920800332	92	8	332	&um we want to sleep with you guys .	1	2	
10920800334	92	8	334	&um, we were your pet for a long time .	1	3	
10920800342	92	8	342	oops !	0	0	
10920800344	92	8	344	&um I just &um found something in the woods .	1	3	
10920800346	92	8	346	a big dino !	0	1	
10920800349	92	8	349	he's so scary .	1	1	
10920800352	92	8	352	can you be these guys ?	1	2	
10920800354	92	8	354	raar !	0	0	
10920800356	92	8	356	yeah .	0	0	
10920800359	92	8	359	me too !	0	1	
10920800363	92	8	363	I'm going to lift it &xxx .	1	2	
10920800367	92	8	367	I throwed him away really fast .	1	2	
10920800369	92	8	369	a big spider guy .	0	1	
10920800371	92	8	371	uhhuh .	0	0	
10920800380	92	8	380	I have a spider on myself .	1	3	
10920800383	92	8	383	no, it's just pretend spider .	1	2	
10920800385	92	8	385	on my back has a Lego spider .	1	2	
10920800387	92	8	387	uhhuh .	0	0	
10920800389	92	8	389	I'm lucky because I have a spider on my suit .	2	4	
10920800390	92	8	390	my webs are pretty sticky .	1	1	
10920800393	92	8	393	you can't touch him .	1	2	
10920800395	92	8	395	or shake him .	1	1	
10920800398	92	8	398	no .	0	0	
10920800399	92	8	399	because they're sticky .	1	1	
10920800401	92	8	401	uhhuh .	0	0	
10920800404	92	8	404	I can .	1	1	
10920800406	92	8	406	&um come down here and I'll show you some tricks .	2	4	
10920800411	92	8	411	no I can't .	1	1	
10920800417	92	8	417	I jump through buildings .	1	2	
10920800419	92	8	419	do you guys do ?	1	1	
10920800424	92	8	424	I jumped really high !	1	1	
10920800426	92	8	426	I landed down really +...	1	1	
10920800427	92	8	427	go +...	1	0	
10920800433	92	8	433	I'll catch you guys .	1	2	
10920800434	92	8	434	I can &xxx .	1	1	
10920800436	92	8	436	I got you over here .	1	3	
10920800439	92	8	439	come over here .	1	1	
10920800441	92	8	441	I'm +...	1	1	
10920800443	92	8	443	I swing through ropes .	1	2	
10920800445	92	8	445	I swing on ropes .	1	2	
10920800447	92	8	447	uhhuh .	0	0	
10920800449	92	8	449	uhhuh .	0	0	
10920800450	92	8	450	and I go +...	1	1	
10920800451	92	8	451	and I make my own one .	1	2	
10920800453	92	8	453	&um no, with this kid of shape with my hand .	0	3	
10920800458	92	8	458	uhhuh .	0	0	
10920800461	92	8	461	there .	0	0	
10920800463	92	8	463	I pulled it off .	1	2	
10920800470	92	8	470	I got strong ones !	1	2	
10920800472	92	8	472	I can swing me and my car .	1	3	
10920800476	92	8	476	here I come back .	1	1	
10920800480	92	8	480	has spider+webs on it .	1	2	
10920800482	92	8	482	I have a special car .	1	2	
10920800484	92	8	484	you can touch it if you want .	2	3	
10920800491	92	8	491	and the wheel moves .	0	1	
10920800493	92	8	493	no the wheel stand moves .	0	1	
10920800495	92	8	495	my car moves .	0	1	
10920800503	92	8	503	&um you can sit down here if you want in my car .	2	4	
10920800506	92	8	506	I'll let you guys borrow it .	2	3	
10920800508	92	8	508	okay .	0	0	
10920800509	92	8	509	and then you'll drove back .	1	1	
10920800510	92	8	510	&um .			
10920800511	92	8	511	can you drive +...	1	1	
10920800512	92	8	512	can you get spider+web snacks for me ?	1	3	
10920800515	92	8	515	uhhuh .	0	0	
10920800517	92	8	517	with webs on it ?	0	2	
10920800520	92	8	520	Spidey pop+corn ?	0	1	
10920800522	92	8	522	with webs on the Spidey pop+corn ?	0	2	
10920800531	92	8	531	I want frozen beans !	1	2	
10920800536	92	8	536	I ate beans .	1	2	
10920800539	92	8	539	that's my favorite food .	1	2	
10920800541	92	8	541	I already ate some .	1	2	
10920800544	92	8	544	&um, we want apple+sauce .	1	2	
10920800548	92	8	548	what you guys want ?	1	1	
10920800550	92	8	550	you want ice+cream too .	1	2	
10920800553	92	8	553	I want Spidey snacks .	1	2	
10920800557	92	8	557	and but the fire +...	0	1	
10920800558	92	8	558	we need to bake them .	1	2	
10920800563	92	8	563	&um it's just for Spideys like me .	1	3	
10920800565	92	8	565	I use that .	1	2	
10920800566	92	8	566	&um I'll turn off that .	1	2	
10920800567	92	8	567	&um .			
10920800569	92	8	569	now you can &xxx it .	1	2	
10920800571	92	8	571	&xxx in it .	0	1	
10920800574	92	8	574	I turned it off .	1	2	
10920800579	92	8	579	I can drive with you .	1	2	
10920800583	92	8	583	&um I can hang on to here .	1	2	
10920800587	92	8	587	&um you guys can do it .	1	2	
10920800594	92	8	594	&um I'll swing on this car so we can get to the store .	2	4	
10920800596	92	8	596	they found the store !	1	2	
10920800598	92	8	598	let's jump down .	1	0	
10920800599	92	8	599	can you jump with me ?	1	2	
10920800601	92	8	601	ready ?	0	0	
10920800604	92	8	604	ready ?	0	0	
10920800606	92	8	606	it's going +...	1	1	
10920800607	92	8	607	I'll show you how you guys jump .	2	3	
10920800609	92	8	609	I'm going +...	1	1	
10920800610	92	8	610	can I see your jumps guys ?	1	2	
10920800614	92	8	614	okay .	0	0	
10920800626	92	8	626	it's also for Spideys you know .	1	2	
10920800629	92	8	629	it's in here .	1	2	
10920800631	92	8	631	&um, uhhuh .	0	0	
10920800632	92	8	632	that's my robot head .	1	2	
10920800633	92	8	633	I also use it for monsters .	1	3	
10920800635	92	8	635	uhhuh .	0	0	
10920800638	92	8	638	this is my robot head .	1	2	
10920800644	92	8	644	me either !	0	1	
10920800646	92	8	646	uhhuh .	0	0	
10920800647	92	8	647	it is !	1	1	
10920800649	92	8	649	who turned off the lights ?	1	2	
10920800651	92	8	651	&xxx and &xxx is that you ?	1	2	
10920800656	92	8	656	I can't get this off .	1	2	
10920800662	92	8	662	uhhuh .	0	0	
10920800663	92	8	663	that makes me talk .	2	2	
10920800667	92	8	667	there's a &um +...	1	0	
10920800669	92	8	669	oops .	0	0	
10920800671	92	8	671	I need my +...	1	1	
10920800674	92	8	674	need .	1	0	
10920800675	92	8	675	this what &um +...	1	1	
10920800677	92	8	677	Mommy still play .	1	0	
10920800678	92	8	678	okay ?	0	0	
10920800680	92	8	680	still play .	0	1	
10920800686	92	8	686	my little girl needs help !	1	2	
10920800688	92	8	688	&um she needs help guys .	1	2	
10920800689	92	8	689	&uh, &um and guys ?	0	1	
10920800691	92	8	691	the &um +...	0	0	
10920800692	92	8	692	I'll get the camping guys .	1	2	
10920800693	92	8	693	guys .	0	1	
10920800694	92	8	694	you have to rescue my little girl .	1	2	
10920800695	92	8	695	she's near robot .	1	2	
10920800698	92	8	698	a scary one !	0	1	
10920800700	92	8	700	uhhuh .	0	0	
10920800702	92	8	702	I'll get Spiderman .	1	2	
10920800706	92	8	706	&um she's with him .	1	2	
10920800709	92	8	709	raar !	0	0	
10920800711	92	8	711	I will do some &xxx .	1	2	
10920800714	92	8	714	no, I'll be him .	1	2	
10920800717	92	8	717	he's a scary !	1	1	
10920800720	92	8	720	I have a special helmet .	1	2	
10920800724	92	8	724	I crush you .	1	2	
10920800727	92	8	727	I crush you now .	1	2	
10920800730	92	8	730	&ah !			
10920800734	92	8	734	no I'll be the robot with him .	1	3	
10920800736	92	8	736	I'll take you +...	1	2	
10920800738	92	8	738	I'm strong .	1	1	
10920800740	92	8	740	I smashed him on the body .	1	3	
10920800743	92	8	743	and now he's a truck .	1	2	
10920800745	92	8	745	uhhuh .	0	0	
10920800747	92	8	747	he turned into a flying truck .	1	2	
10920800749	92	8	749	I'm out of control .	1	2	
10920800750	92	8	750	don't get me !	1	1	
10920800759	92	8	759	so I can +...	1	1	
10920800767	92	8	767	I'm pewing .	1	1	
10920800769	92	8	769	uhhuh .	0	0	
10920800770	92	8	770	uhhuh .	0	0	
10920800772	92	8	772	get me out of this web !	1	2	
10920800774	92	8	774	crazy .	0	0	
10920800776	92	8	776	that's crazy Spidey .	1	1	
10920800778	92	8	778	can you get me up with this web on me ?	1	4	
10920800781	92	8	781	I'm a nice robot !	1	2	
10920800783	92	8	783	uhhuh .	0	0	
10920800786	92	8	786	I was just trying to get the little girl away from this dragon .	1	3	
10920800800	92	8	800	let's cut this robot .	1	1	
10920800801	92	8	801	let's cut this dino up .	1	1	
10920800808	92	8	808	cut this dino up !	1	1	
10920800810	92	8	810	because he's a bad guy dino .	1	2	
10920800812	92	8	812	we have to catch him .	1	2	
10920800816	92	8	816	but how are going to get him ?	1	1	
10920800817	92	8	817	guys !	0	1	
10920800818	92	8	818	can you help us ?	1	2	
10920800821	92	8	821	I'll help you .	1	2	
10920800826	92	8	826	oops .	0	0	
10920800827	92	8	827	&um .			
10920800828	92	8	828	maybe all big &xxx .	0	0	
10920800834	92	8	834	me .	0	1	
10920800837	92	8	837	&um, this giraffe put me in there .	1	3	
10920800838	92	8	838	the baddest giraffe .	0	1	
10920800840	92	8	840	uhhuh .	0	0	
10920800843	92	8	843	he was a bad giraffe .	1	2	
10920800845	92	8	845	because !	0	0	
10920800846	92	8	846	can you get me out of this cage ?	1	3	
10920800848	92	8	848	can you ?	1	1	
10920800850	92	8	850	scissors to cut it up ?	1	2	
10920800856	92	8	856	I pulled my arm and I got out .	2	3	
10920800858	92	8	858	I'm a strong one .	1	2	
10920800859	92	8	859	I jump over the Ninja+Turtle .	1	2	C speaking as though he was SpiderMan (toy)
10920800861	92	8	861	I banish them .	1	2	
10920800863	92	8	863	uhhuh .	0	0	
10920800864	92	8	864	I banish them in big cages .	1	3	
10920800866	92	8	866	strong ones .	0	1	
10920800870	92	8	870	okay, if you want to get monsters with me .	1	3	
10920800874	92	8	874	yes .	0	0	
10920800877	92	8	877	but your friends left behind .	1	2	
10920800882	92	8	882	&um, I will catch the bear .	1	2	
10920800883	92	8	883	I'll get him .	1	2	
10920800888	92	8	888	&oh Spiderman needs us .	1	2	
10920800890	92	8	890	&um, we don't need our car anymore .	1	2	
10920800893	92	8	893	no .	0	0	
10920800895	92	8	895	we can swing on my rope together !	1	2	
10920800897	92	8	897	&um we can swing on my rope and get the monsters .	2	3	
10920800900	92	8	900	brave knights !	0	1	
10920800902	92	8	902	the knights are going to get us .	1	2	
10920800904	92	8	904	we are knights .	1	2	
10920800905	92	8	905	we are knights .	1	2	
10920800906	92	8	906	we're going to get you guys .	1	2	
10920800912	92	8	912	we're knights .	1	2	
10920800914	92	8	914	yes !	0	0	
10920800916	92	8	916	can you help us find &um the other horse for him .	2	4	
10920800918	92	8	918	there's only a yellow horse .	1	1	
10920800920	92	8	920	the blue one for him .	0	2	
10920800923	92	8	923	for him .	0	1	
10920800926	92	8	926	with other shield on him .	0	2	
10920800931	92	8	931	huh .	0	0	
10920800934	92	8	934	we both go on the yellow one .	1	2	
10920800936	92	8	936	we share it .	1	2	
10920800939	92	8	939	&oh Mommy let's keep playing .	1	0	
10920800943	92	8	943	the princess and the queen need help .	1	3	
10920800945	92	8	945	they need help .	1	2	
10920800947	92	8	947	hippity+hop .	0	0	
10920800948	92	8	948	hippity+hop .	0	0	
10920800950	92	8	950	hippity+hop .	0	0	
10920800951	92	8	951	I have three ears .	1	2	
10920800955	92	8	955	I'm looking +...	1	1	
10920800956	92	8	956	I'm a bear and raccoon .	1	3	
10920800957	92	8	957	raccoon look at me .	1	2	
10920800958	92	8	958	I three ears .	1	2	
10920800960	92	8	960	uhhuh .	0	0	
10920800962	92	8	962	I do have three ears .	1	2	
10920800965	92	8	965	no, &um, you get those guys .	1	2	
10920800968	92	8	968	now get +...	1	0	
10920800969	92	8	969	no .	0	0	
10920800971	92	8	971	&um .			
10920800972	92	8	972	&um hippity+hop .	0	0	
10920800973	92	8	973	I have three ears !	1	2	
10920800975	92	8	975	uhhuh .	0	0	
10920800977	92	8	977	uhhuh !	0	0	
10920800979	92	8	979	I have yellow, red and green .	1	2	
10920800982	92	8	982	uhhuh .	0	0	
10920800986	92	8	986	why ?	0	0	
10920800988	92	8	988	they're so funny .	1	1	
10920800990	92	8	990	and my shoes are yellow !	1	1	
10920800992	92	8	992	uhhuh .	0	0	
10920800996	92	8	996	and I have yellow shoes .	1	2	
10920800998	92	8	998	and brown hair .	0	1	
10920801001	92	8	1001	brown .	0	1	
10920801004	92	8	1004	and I have freckles .	1	2	
10920801010	92	8	1010	you don't have freckles .	1	2	
10920801012	92	8	1012	why ?	0	0	
10920801021	92	8	1021	oops .	0	0	
10920801022	92	8	1022	my freckles inside my coat .	0	2	
10920801025	92	8	1025	uhhuh .	0	0	
10920801028	92	8	1028	I have brown boots .	1	2	
10920801030	92	8	1030	&um, no, I have black boots .	1	2	
10920801035	92	8	1035	can he watch ?	1	1	
10920801037	92	8	1037	can he watch ?	1	1	
10920801039	92	8	1039	can he ?	1	1	
10920801045	92	8	1045	I'm on the fence .	1	2	
10920801047	92	8	1047	I'm behind the fence and I don't want to do a show .	2	4	
10920801050	92	8	1050	no .	0	0	
10920801058	92	8	1058	&um, can you save our friends guys ?	1	2	
10920801060	92	8	1060	our friends need help .	1	2	
10920801062	92	8	1062	oops .	0	0	
